Date,S&P Index,ETF Price
2012-07-09,1352.459961,1.059041782
2012-07-10,1341.469971,1.050436087
2012-07-11,1341.449951,1.05042041
2012-07-12,1334.76001,1.045181862
2012-07-13,1356.780029,1.062424605
2012-07-16,1353.640015,1.059965822
2012-07-17,1363.670044,1.067819821
2012-07-18,1372.780029,1.074953382
2012-07-19,1376.51001,1.077874138
2012-07-20,1362.660034,1.067028934
2012-07-23,1350.52002,1.057522714
2012-07-24,1338.310059,1.047961722
2012-07-25,1337.890015,1.047632808
2012-07-26,1360.02002,1.064961675
2012-07-27,1385.969971,1.085281746
2012-07-30,1385.300049,1.084757165
2012-07-31,1379.319946,1.080074454
2012-08-01,1375.319946,1.07694226
2012-08-02,1365,1.068861241
2012-08-03,1390.98999,1.089212665
2012-08-06,1394.22998,1.091749734
2012-08-07,1401.349976,1.097325037
2012-08-08,1402.219971,1.098006285
2012-08-09,1402.800049,1.098460514
2012-08-10,1405.869995,1.100864431
2012-08-13,1404.109985,1.099486258
2012-08-14,1403.930054,1.099345363
2012-08-15,1405.530029,1.100598221
2012-08-16,1415.51001,1.10841303
2012-08-17,1418.160034,1.110488128
2012-08-20,1418.130005,1.110464614
2012-08-21,1413.170044,1.106580723
2012-08-22,1413.48999,1.106831257
2012-08-23,1402.079956,1.097896646
2012-08-24,1411.130005,1.104983274
2012-08-27,1410.439941,1.10444292
2012-08-28,1409.300049,1.10355033
2012-08-29,1410.48999,1.104482111
2012-08-30,1399.47998,1.095860739
2012-08-31,1406.579956,1.101420365
2012-09-04,1404.939941,1.100136153
2012-09-05,1403.439941,1.098961581
2012-09-06,1432.119995,1.121419455
2012-09-07,1437.920044,1.125961175
2012-09-10,1429.079956,1.119038957
2012-09-11,1433.560059,1.122547095
2012-09-12,1436.560059,1.12489624
2012-09-13,1459.98999,1.143243013
2012-09-14,1465.77002,1.147769057
2012-09-17,1461.189941,1.144182633
2012-09-18,1459.319946,1.142718336
2012-09-19,1461.050049,1.144073091
2012-09-20,1460.26001,1.143454452
2012-09-21,1460.150024,1.143368328
2012-09-24,1456.890015,1.140815582
2012-09-25,1441.589966,1.128834902
2012-09-26,1433.319946,1.122359075
2012-09-27,1447.150024,1.133188697
2012-09-28,1440.670044,1.128114558
2012-10-01,1444.48999,1.131105761
2012-10-02,1445.75,1.13209241
2012-10-03,1450.98999,1.136195577
2012-10-04,1461.400024,1.144347138
2012-10-05,1460.930054,1.143979129
2012-10-08,1455.880005,1.140024696
2012-10-09,1441.47998,1.128748777
2012-10-10,1432.560059,1.121764046
2012-10-11,1432.839966,1.121983227
2012-10-12,1428.589966,1.118655271
2012-10-15,1440.130005,1.127691681
2012-10-16,1454.920044,1.139273
2012-10-17,1460.910034,1.143963452
2012-10-18,1457.339966,1.141167916
2012-10-19,1433.189941,1.122257274
2012-10-22,1433.819946,1.122750599
2012-10-23,1413.109985,1.106533694
2012-10-24,1408.75,1.103119615
2012-10-25,1412.969971,1.106424057
2012-10-26,1411.939941,1.105617493
2012-10-31,1412.160034,1.105789837
2012-11-01,1427.589966,1.117872222
2012-11-02,1414.199951,1.107387191
2012-11-05,1417.26001,1.109783365
2012-11-06,1428.390015,1.118498699
2012-11-07,1394.530029,1.091984687
2012-11-08,1377.51001,1.078657186
2012-11-09,1379.849976,1.080489493
2012-11-12,1380.030029,1.080630483
2012-11-13,1374.530029,1.076323717
2012-11-14,1355.48999,1.061414442
2012-11-15,1353.329956,1.059723031
2012-11-16,1359.880005,1.064852037
2012-11-19,1386.890015,1.086002185
2012-11-20,1387.810059,1.086722625
2012-11-21,1391.030029,1.089244017
2012-11-23,1409.150024,1.103432853
2012-11-26,1406.290039,1.101193346
2012-11-27,1398.939941,1.095437862
2012-11-28,1409.930054,1.104043654
2012-11-29,1415.949951,1.108757526
2012-11-30,1416.180054,1.108937707
2012-12-03,1409.459961,1.103675548
2012-12-04,1407.050049,1.10178847
2012-12-05,1409.280029,1.103534653
2012-12-06,1413.939941,1.10718359
2012-12-07,1418.069946,1.110417585
2012-12-10,1418.550049,1.110793528
2012-12-11,1427.839966,1.118067984
2012-12-12,1428.47998,1.118569146
2012-12-13,1419.449951,1.111498195
2012-12-14,1413.579956,1.106901704
2012-12-17,1430.359985,1.120041281
2012-12-18,1446.790039,1.132906811
2012-12-19,1435.810059,1.124308954
2012-12-20,1443.689941,1.130479284
2012-12-21,1430.150024,1.119876872
2012-12-24,1426.660034,1.11714404
2012-12-26,1419.829956,1.111795758
2012-12-27,1418.099976,1.110441099
2012-12-28,1402.430054,1.09817079
2012-12-31,1426.189941,1.116775935
2013-01-02,1462.420044,1.145145863
2013-01-03,1459.369995,1.142757527
2013-01-04,1466.469971,1.148317153
2013-01-07,1461.890015,1.144730825
2013-01-08,1457.150024,1.141019182
2013-01-09,1461.02002,1.144049577
2013-01-10,1472.119995,1.152741396
2013-01-11,1472.050049,1.152686625
2013-01-14,1470.680054,1.151613852
2013-01-15,1472.339966,1.152913644
2013-01-16,1472.630005,1.153140758
2013-01-17,1480.939941,1.159647842
2013-01-18,1485.97998,1.163594437
2013-01-22,1492.560059,1.168746958
2013-01-23,1494.810059,1.170508817
2013-01-24,1494.819946,1.170516559
2013-01-25,1502.959961,1.176890586
2013-01-28,1500.180054,1.174713784
2013-01-29,1507.839966,1.180711867
2013-01-30,1501.959961,1.176107537
2013-01-31,1498.109985,1.173092819
2013-02-01,1513.170044,1.184885576
2013-02-04,1495.709961,1.171213484
2013-02-05,1511.290039,1.183413441
2013-02-06,1512.119995,1.184063337
2013-02-07,1509.390015,1.18192563
2013-02-08,1517.930054,1.188612895
2013-02-11,1517.01001,1.187892456
2013-02-12,1519.430054,1.189787468
2013-02-13,1520.329956,1.190492135
2013-02-14,1521.380005,1.191314374
2013-02-15,1519.790039,1.190069354
2013-02-19,1530.939941,1.198800268
2013-02-20,1511.949951,1.183930184
2013-02-21,1502.420044,1.176467805
2013-02-22,1515.599976,1.186788331
2013-02-25,1487.849976,1.165058734
2013-02-26,1496.939941,1.172176618
2013-02-27,1515.98999,1.187093731
2013-02-28,1514.680054,1.186067987
2013-03-01,1518.199951,1.188824238
2013-03-04,1525.199951,1.194305577
2013-03-05,1539.790039,1.205730324
2013-03-06,1541.459961,1.207037954
2013-03-07,1544.26001,1.209230528
2013-03-08,1551.180054,1.214649259
2013-03-11,1556.219971,1.218595758
2013-03-12,1552.47998,1.215667164
2013-03-13,1554.52002,1.217264614
2013-03-14,1563.22998,1.224084936
2013-03-15,1560.699951,1.2221038
2013-03-18,1552.099976,1.215369602
2013-03-19,1548.339966,1.212425332
2013-03-20,1558.709961,1.220545541
2013-03-21,1545.800049,1.210436454
2013-03-22,1556.890015,1.219120435
2013-03-25,1551.689941,1.215048525
2013-03-26,1563.77002,1.224507813
2013-03-27,1562.849976,1.223787374
2013-03-28,1569.189941,1.228751874
2013-04-01,1562.170044,1.223254954
2013-04-02,1570.25,1.229581952
2013-04-03,1553.689941,1.216614622
2013-04-04,1559.97998,1.221540028
2013-04-05,1553.280029,1.216293641
2013-04-08,1563.069946,1.223959621
2013-04-09,1568.609985,1.228297741
2013-04-10,1587.72998,1.243269624
2013-04-11,1593.369995,1.24768603
2013-04-12,1588.849976,1.244146636
2013-04-15,1552.359985,1.215573202
2013-04-16,1574.569946,1.232964679
2013-04-17,1552.01001,1.215299155
2013-04-18,1541.609985,1.20715543
2013-04-19,1555.25,1.217836224
2013-04-22,1562.5,1.223513326
2013-04-23,1578.780029,1.236261379
2013-04-24,1578.790039,1.236269217
2013-04-25,1585.160034,1.241257232
2013-04-26,1582.23999,1.238970696
2013-04-29,1593.609985,1.247873954
2013-04-30,1597.569946,1.250974795
2013-05-01,1582.699951,1.239330868
2013-05-02,1597.589966,1.250990472
2013-05-03,1614.420044,1.26416924
2013-05-06,1617.5,1.266580995
2013-05-07,1625.959961,1.273205555
2013-05-08,1632.689941,1.278475456
2013-05-09,1626.670044,1.273761584
2013-05-10,1633.699951,1.279266343
2013-05-13,1633.77002,1.27932121
2013-05-14,1650.339966,1.292296282
2013-05-15,1658.780029,1.298905261
2013-05-16,1650.469971,1.292398082
2013-05-17,1667.469971,1.305709907
2013-05-20,1666.290039,1.304785963
2013-05-21,1669.160034,1.307033308
2013-05-22,1655.349976,1.296219363
2013-05-23,1650.51001,1.292429435
2013-05-24,1649.599976,1.291716834
2013-05-28,1660.060059,1.299907586
2013-05-29,1648.359985,1.290745861
2013-05-30,1654.410034,1.295483343
2013-05-31,1630.73999,1.27694855
2013-06-03,1640.420044,1.284528502
2013-06-04,1631.380005,1.277449712
2013-06-05,1608.900024,1.259846796
2013-06-06,1622.560059,1.270543267
2013-06-07,1643.380005,1.286846295
2013-06-10,1642.810059,1.286399999
2013-06-11,1626.130005,1.273338708
2013-06-12,1612.52002,1.262681429
2013-06-13,1636.359985,1.281349278
2013-06-14,1626.72998,1.273808517
2013-06-17,1639.040039,1.283447891
2013-06-18,1651.810059,1.293447436
2013-06-19,1628.930054,1.275531282
2013-06-20,1588.189941,1.243629796
2013-06-21,1592.430054,1.246950011
2013-06-24,1573.089966,1.231805783
2013-06-25,1588.030029,1.243504577
2013-06-26,1603.26001,1.255430392
2013-06-27,1613.199951,1.263213848
2013-06-28,1606.280029,1.257795213
2013-07-01,1614.959961,1.264592021
2013-07-02,1614.079956,1.263902934
2013-07-03,1615.410034,1.26494445
2013-07-05,1631.890015,1.277849075
2013-07-08,1640.459961,1.284559759
2013-07-09,1652.319946,1.293846702
2013-07-10,1652.619995,1.294081655
2013-07-11,1675.02002,1.311621962
2013-07-12,1680.189941,1.315670261
2013-07-15,1682.5,1.317479149
2013-07-16,1676.26001,1.312592934
2013-07-17,1680.910034,1.316234129
2013-07-18,1689.369995,1.322858689
2013-07-19,1692.089966,1.324988558
2013-07-22,1695.530029,1.327682294
2013-07-23,1692.390015,1.325223511
2013-07-24,1685.939941,1.32017279
2013-07-25,1690.25,1.323547775
2013-07-26,1691.650024,1.324644062
2013-07-29,1685.329956,1.319695142
2013-07-30,1685.959961,1.320188467
2013-07-31,1685.72998,1.32000838
2013-08-01,1706.869995,1.336562038
2013-08-02,1709.670044,1.338754612
2013-08-05,1707.140015,1.336773477
2013-08-06,1697.369995,1.329123077
2013-08-07,1690.910034,1.324064614
2013-08-08,1697.47998,1.3292092
2013-08-09,1691.420044,1.324463977
2013-08-12,1689.469971,1.322936975
2013-08-13,1694.160034,1.326609522
2013-08-14,1685.390015,1.319742171
2013-08-15,1661.319946,1.300894139
2013-08-16,1655.829956,1.29659521
2013-08-19,1646.060059,1.288944907
2013-08-20,1652.349976,1.293870217
2013-08-21,1642.800049,1.286392161
2013-08-22,1656.959961,1.297480059
2013-08-23,1663.5,1.302601227
2013-08-26,1656.780029,1.297339164
2013-08-27,1630.47998,1.276744949
2013-08-28,1634.959961,1.280252992
2013-08-29,1638.170044,1.282766642
2013-08-30,1632.969971,1.278694733
2013-09-03,1639.77002,1.284019501
2013-09-04,1653.079956,1.294441827
2013-09-05,1655.079956,1.296007924
2013-09-06,1655.170044,1.296078467
2013-09-09,1671.709961,1.309030025
2013-09-10,1683.98999,1.318645884
2013-09-11,1689.130005,1.322670765
2013-09-12,1683.420044,1.318199588
2013-09-13,1687.98999,1.321778078
2013-09-16,1697.599976,1.329303163
2013-09-17,1704.76001,1.334909817
2013-09-18,1725.52002,1.351165913
2013-09-19,1722.339966,1.348675776
2013-09-20,1709.910034,1.338942536
2013-09-23,1701.839966,1.332623281
2013-09-24,1697.420044,1.329162268
2013-09-25,1692.77002,1.325521073
2013-09-26,1698.670044,1.330141078
2013-09-27,1691.75,1.324722348
2013-09-30,1681.550049,1.316735291
2013-10-01,1695,1.327267256
2013-10-02,1693.869995,1.326382407
2013-10-03,1678.660034,1.314472269
2013-10-04,1690.5,1.323743537
2013-10-07,1676.119995,1.312483296
2013-10-08,1655.449951,1.296297648
2013-10-09,1656.400024,1.297041601
2013-10-10,1692.560059,1.325356664
2013-10-11,1703.199951,1.333688215
2013-10-14,1710.140015,1.339122622
2013-10-15,1698.060059,1.32966343
2013-10-16,1721.540039,1.348049394
2013-10-17,1733.150024,1.357140576
2013-10-18,1744.5,1.366028158
2013-10-21,1744.660034,1.366153472
2013-10-22,1754.670044,1.373991796
2013-10-23,1746.380005,1.367500293
2013-10-24,1752.069946,1.371955793
2013-10-25,1759.77002,1.377985325
2013-10-28,1762.109985,1.379817631
2013-10-29,1771.949951,1.387522802
2013-10-30,1763.310059,1.380757347
2013-10-31,1756.540039,1.375456093
2013-11-01,1761.640015,1.379449621
2013-11-04,1767.930054,1.384375027
2013-11-05,1762.969971,1.380491042
2013-11-06,1770.48999,1.386379581
2013-11-07,1747.150024,1.368103255
2013-11-08,1770.609985,1.386473543
2013-11-11,1771.890015,1.387475869
2013-11-12,1767.689941,1.384187007
2013-11-13,1782,1.395392478
2013-11-14,1790.619995,1.402142352
2013-11-15,1798.180054,1.408062245
2013-11-18,1791.530029,1.402854953
2013-11-19,1787.869995,1.399988969
2013-11-20,1781.369995,1.394899153
2013-11-21,1795.849976,1.406237681
2013-11-22,1804.76001,1.41321467
2013-11-25,1802.47998,1.411429296
2013-11-26,1802.75,1.411640735
2013-11-27,1807.22998,1.415148776
2013-11-29,1805.810059,1.414036909
2013-12-02,1800.900024,1.410192114
2013-12-03,1795.150024,1.405689585
2013-12-04,1792.810059,1.403857279
2013-12-05,1785.030029,1.397765138
2013-12-06,1805.089966,1.413473042
2013-12-09,1808.369995,1.416041464
2013-12-10,1802.619995,1.411538935
2013-12-11,1782.219971,1.395564726
2013-12-12,1775.5,1.390302662
2013-12-13,1775.319946,1.390161671
2013-12-16,1786.540039,1.398947549
2013-12-17,1781,1.394609429
2013-12-18,1810.650024,1.417826837
2013-12-19,1809.599976,1.417004598
2013-12-20,1818.319946,1.423832758
2013-12-23,1827.98999,1.431404872
2013-12-24,1833.319946,1.435578486
2013-12-26,1842.02002,1.442391066
2013-12-27,1841.400024,1.441905579
2013-12-30,1841.069946,1.441647112
2013-12-31,1848.359985,1.447355566
2014-01-02,1831.97998,1.434529228
2014-01-03,1831.369995,1.43405158
2014-01-06,1826.77002,1.430449576
2014-01-07,1837.880005,1.439149233
2014-01-08,1837.48999,1.438843833
2014-01-09,1838.130005,1.439344996
2014-01-10,1842.369995,1.442665114
2014-01-13,1819.199951,1.424521845
2014-01-14,1838.880005,1.439932282
2014-01-15,1848.380005,1.447371243
2014-01-16,1845.890015,1.44542146
2014-01-17,1838.699951,1.439791291
2014-01-21,1843.800049,1.443784915
2014-01-22,1844.859985,1.444614897
2014-01-23,1828.459961,1.431772882
2014-01-24,1790.290039,1.401883981
2014-01-27,1781.560059,1.395047983
2014-01-28,1792.5,1.403614487
2014-01-29,1774.199951,1.389284661
2014-01-30,1794.189941,1.404937793
2014-01-31,1782.589966,1.39585445
2014-02-03,1741.890015,1.363984413
2014-02-04,1755.199951,1.374406739
2014-02-05,1751.640015,1.371619136
2014-02-06,1773.430054,1.388681794
2014-02-07,1797.02002,1.407153882
2014-02-10,1799.839966,1.409362037
2014-02-11,1819.75,1.42495256
2014-02-12,1819.26001,1.424568874
2014-02-13,1829.829956,1.432845654
2014-02-14,1838.630005,1.43973652
2014-02-18,1840.76001,1.441404417
2014-02-19,1828.75,1.431999996
2014-02-20,1839.780029,1.440637044
2014-02-21,1836.25,1.43787286
2014-02-24,1847.609985,1.44676828
2014-02-25,1845.119995,1.444818497
2014-02-26,1845.160034,1.444849849
2014-02-27,1854.290039,1.451999086
2014-02-28,1859.449951,1.456039548
2014-03-03,1845.72998,1.445296145
2014-03-04,1873.910034,1.467362495
2014-03-05,1873.810059,1.467284209
2014-03-06,1877.030029,1.469805602
2014-03-07,1878.040039,1.470596489
2014-03-10,1877.170044,1.469915241
2014-03-11,1867.630005,1.462444927
2014-03-12,1868.199951,1.462891223
2014-03-13,1846.339966,1.445773793
2014-03-14,1841.130005,1.441694141
2014-03-17,1858.829956,1.455554062
2014-03-18,1872.25,1.466062607
2014-03-19,1860.77002,1.457073226
2014-03-20,1872.01001,1.465874684
2014-03-21,1866.52002,1.461575755
2014-03-24,1857.439941,1.454465613
2014-03-25,1865.619995,1.460870992
2014-03-26,1852.560059,1.450644428
2014-03-27,1849.040039,1.447888082
2014-03-28,1857.619995,1.454606604
2014-03-31,1872.339966,1.466133055
2014-04-01,1885.52002,1.476453677
2014-04-02,1890.900024,1.480666481
2014-04-03,1888.77002,1.478998585
2014-04-04,1865.089966,1.460455953
2014-04-07,1845.040039,1.444755888
2014-04-08,1851.959961,1.450174522
2014-04-09,1872.180054,1.466007836
2014-04-10,1833.079956,1.435390562
2014-04-11,1815.689941,1.421773337
2014-04-14,1830.609985,1.433456455
2014-04-15,1842.97998,1.443142761
2014-04-16,1862.310059,1.458279151
2014-04-17,1864.849976,1.46026803
2014-04-21,1871.890015,1.465780722
2014-04-22,1879.550049,1.4717789
2014-04-23,1875.390015,1.468521392
2014-04-24,1878.609985,1.471042784
2014-04-25,1863.400024,1.459132647
2014-04-28,1869.430054,1.463854453
2014-04-29,1878.329956,1.470823508
2014-04-30,1883.949951,1.475224237
2014-05-01,1883.680054,1.475012894
2014-05-02,1881.140015,1.473023921
2014-05-05,1884.660034,1.475780266
2014-05-06,1867.719971,1.462515375
2014-05-07,1878.209961,1.470729546
2014-05-08,1875.630005,1.468709315
2014-05-09,1878.47998,1.470940984
2014-05-12,1896.650024,1.48516901
2014-05-13,1897.449951,1.485795392
2014-05-14,1888.530029,1.47881066
2014-05-15,1870.849976,1.464966321
2014-05-16,1877.859985,1.470455498
2014-05-19,1885.079956,1.476109086
2014-05-20,1872.829956,1.466516741
2014-05-21,1888.030029,1.478419136
2014-05-22,1892.48999,1.481911502
2014-05-23,1900.530029,1.488207243
2014-05-27,1911.910034,1.497118339
2014-05-28,1909.780029,1.495450441
2014-05-29,1920.030029,1.503476689
2014-05-30,1923.569946,1.506248616
2014-06-02,1924.969971,1.507344903
2014-06-03,1924.23999,1.506773293
2014-06-04,1927.880005,1.509623601
2014-06-05,1940.459961,1.519474317
2014-06-06,1949.439941,1.526506077
2014-06-09,1951.27002,1.527939118
2014-06-10,1950.790039,1.527563269
2014-06-11,1943.890015,1.522160216
2014-06-12,1930.109985,1.511369784
2014-06-13,1936.160034,1.516107266
2014-06-16,1937.780029,1.5173758
2014-06-17,1941.98999,1.520672404
2014-06-18,1956.97998,1.532410294
2014-06-19,1959.47998,1.534367915
2014-06-20,1962.869995,1.537022461
2014-06-23,1962.609985,1.536818861
2014-06-24,1949.97998,1.526928954
2014-06-25,1959.530029,1.534407106
2014-06-26,1957.219971,1.532598218
2014-06-27,1960.959961,1.535526812
2014-06-30,1960.22998,1.534955201
2014-07-01,1973.319946,1.54520528
2014-07-02,1974.619995,1.546223281
2014-07-03,1985.439941,1.554695824
2014-07-07,1977.650024,1.548595941
2014-07-08,1963.709961,1.537680195
2014-07-09,1972.829956,1.544821594
2014-07-10,1964.680054,1.538439825
2014-07-11,1967.569946,1.540702751
2014-07-14,1977.099976,1.548165227
2014-07-15,1973.280029,1.545174023
2014-07-16,1981.569946,1.55166543
2014-07-17,1958.119995,1.533302981
2014-07-18,1978.219971,1.549042237
2014-07-21,1973.630005,1.545448071
2014-07-22,1983.530029,1.55320027
2014-07-23,1987.01001,1.555925264
2014-07-24,1987.97998,1.556684798
2014-07-25,1978.339966,1.549136199
2014-07-28,1978.910034,1.54958259
2014-07-29,1969.949951,1.54256641
2014-07-30,1970.069946,1.542660372
2014-07-31,1930.670044,1.511808337
2014-08-01,1925.150024,1.507485893
2014-08-04,1938.98999,1.518323258
2014-08-05,1920.209961,1.503617584
2014-08-06,1920.23999,1.503641099
2014-08-07,1909.569946,1.495285936
2014-08-08,1931.589966,1.512528681
2014-08-11,1936.920044,1.51670239
2014-08-12,1933.75,1.514220092
2014-08-13,1946.719971,1.524376209
2014-08-14,1955.180054,1.531000864
2014-08-15,1955.060059,1.530906902
2014-08-18,1971.73999,1.543968098
2014-08-19,1981.599976,1.551688945
2014-08-20,1986.51001,1.55553374
2014-08-21,1992.369995,1.560122393
2014-08-22,1988.400024,1.557013713
2014-08-25,1997.920044,1.564468351
2014-08-26,2000.02002,1.566112734
2014-08-27,2000.119995,1.566191019
2014-08-28,1996.73999,1.563544311
2014-08-29,2003.369995,1.568735927
2014-09-02,2002.280029,1.56788243
2014-09-03,2000.719971,1.566660829
2014-09-04,1997.650024,1.564256912
2014-09-05,2007.709961,1.572134331
2014-09-08,2001.540039,1.567302982
2014-09-09,1988.439941,1.55704497
2014-09-10,1995.689941,1.562722072
2014-09-11,1997.449951,1.564100245
2014-09-12,1985.540039,1.554774206
2014-09-15,1984.130005,1.553670081
2014-09-16,1998.97998,1.565298332
2014-09-17,2001.569946,1.567326401
2014-09-18,2011.359985,1.574992477
2014-09-19,2010.400024,1.57424078
2014-09-22,1994.290039,1.56162588
2014-09-23,1982.77002,1.552605147
2014-09-24,1998.300049,1.564765913
2014-09-25,1965.98999,1.539465569
2014-09-26,1982.849976,1.552667756
2014-09-29,1977.800049,1.548713418
2014-09-30,1972.290039,1.544398813
2014-10-01,1946.160034,1.523937751
2014-10-02,1946.170044,1.523945589
2014-10-03,1967.900024,1.540961218
2014-10-06,1964.819946,1.538549367
2014-10-07,1935.099976,1.515277189
2014-10-08,1968.890015,1.541736429
2014-10-09,1928.209961,1.509881973
2014-10-10,1906.130005,1.492592296
2014-10-13,1874.73999,1.46801239
2014-10-14,1877.699951,1.470330184
2014-10-15,1862.48999,1.458420046
2014-10-16,1862.76001,1.458631485
2014-10-17,1886.76001,1.477424649
2014-10-20,1904.01001,1.490932237
2014-10-21,1941.280029,1.52011647
2014-10-22,1927.109985,1.509020638
2014-10-23,1950.819946,1.527586688
2014-10-24,1964.579956,1.538361444
2014-10-27,1961.630005,1.536051489
2014-10-28,1985.050049,1.55439052
2014-10-29,1982.300049,1.552237136
2014-10-30,1994.650024,1.561907766
2014-10-31,2018.050049,1.580231121
2014-11-03,2017.810059,1.580043197
2014-11-04,2012.099976,1.575571925
2014-11-05,2023.569946,1.584553469
2014-11-06,2031.209961,1.590535971
2014-11-07,2031.920044,1.591092
2014-11-10,2038.26001,1.596056502
2014-11-11,2039.680054,1.597168465
2014-11-12,2038.25,1.596048663
2014-11-13,2039.329956,1.596894321
2014-11-14,2039.819946,1.597278007
2014-11-17,2041.319946,1.59845258
2014-11-18,2051.800049,1.606659009
2014-11-19,2048.719971,1.604247159
2014-11-20,2052.75,1.607402867
2014-11-21,2063.5,1.615820639
2014-11-24,2069.409912,1.620448386
2014-11-25,2067.030029,1.618584823
2014-11-26,2072.830078,1.623126542
2014-11-28,2067.560059,1.618999862
2014-12-01,2053.439941,1.607943124
2014-12-02,2066.550049,1.618208975
2014-12-03,2074.330078,1.624301115
2014-12-04,2071.919922,1.622413846
2014-12-05,2075.370117,1.625115516
